intersection,camera,date,time,direction,car,motorbike,bus,truck
Jehangir Chowk,j3,2023-01-16,11:55:00,LEFT,21.0,52.0,6.0,7.0
Jehangir Chowk,j3,2023-01-16,11:55:00,RIGHT,10.0,6.0,3.0,5.0
Jehangir Chowk,j3,2023-01-16,11:55:00,UP,4.0,0.0,1.0,3.0
Jehangir Chowk,j3,2023-01-17,08:55:00,DOWN,0.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-17,08:55:00,LEFT,0.0,1.0,0.0,0.0
Jehangir Chowk,j3,2023-01-17,08:55:00,RIGHT,0.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-17,08:55:00,UP,0.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-17,09:00:00,DOWN,2.0,0.0,1.0,0.0
Jehangir Chowk,j3,2023-01-17,09:00:00,LEFT,48.0,61.0,6.0,20.0
Jehangir Chowk,j3,2023-01-17,09:00:00,RIGHT,3.0,7.0,3.0,1.0
Jehangir Chowk,j3,2023-01-17,09:00:00,UP,14.0,0.0,0.0,1.0
Jehangir Chowk,j3,2023-01-17,09:05:00,DOWN,0.0,0.0,0.0,1.0
Jehangir Chowk,j3,2023-01-17,09:05:00,LEFT,31.0,76.0,5.0,17.0
Jehangir Chowk,j3,2023-01-17,09:05:00,RIGHT,4.0,5.0,4.0,1.0
Jehangir Chowk,j3,2023-01-17,09:05:00,UP,4.0,0.0,3.0,0.0
Jehangir Chowk,j3,2023-01-17,09:10:00,DOWN,0.0,0.0,1.0,0.0
Jehangir Chowk,j3,2023-01-17,09:10:00,LEFT,38.0,48.0,8.0,17.0
Jehangir Chowk,j3,2023-01-17,09:10:00,RIGHT,5.0,7.0,5.0,3.0
Jehangir Chowk,j3,2023-01-17,09:10:00,UP,13.0,0.0,0.0,2.0
Jehangir Chowk,j3,2023-01-17,09:15:00,DOWN,2.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-17,09:15:00,LEFT,40.0,73.0,9.0,12.0
Jehangir Chowk,j3,2023-01-17,09:15:00,RIGHT,3.0,6.0,4.0,1.0
Jehangir Chowk,j3,2023-01-17,09:15:00,UP,7.0,0.0,2.0,0.0
Jehangir Chowk,j3,2023-01-17,09:20:00,DOWN,3.0,0.0,0.0,1.0
Jehangir Chowk,j3,2023-01-17,09:20:00,LEFT,44.0,73.0,7.0,13.0
Jehangir Chowk,j3,2023-01-17,09:20:00,RIGHT,3.0,2.0,2.0,3.0
Jehangir Chowk,j3,2023-01-17,09:20:00,UP,11.0,0.0,0.0,2.0
Jehangir Chowk,j3,2023-01-17,09:25:00,DOWN,0.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-17,09:25:00,LEFT,44.0,74.0,2.0,11.0
Jehangir Chowk,j3,2023-01-17,09:25:00,RIGHT,2.0,14.0,5.0,1.0
Jehangir Chowk,j3,2023-01-17,09:25:00,UP,15.0,0.0,0.0,2.0
Jehangir Chowk,j3,2023-01-17,09:30:00,DOWN,2.0,0.0,1.0,1.0
Jehangir Chowk,j3,2023-01-17,09:30:00,LEFT,28.0,69.0,6.0,12.0
Jehangir Chowk,j3,2023-01-17,09:30:00,RIGHT,5.0,2.0,6.0,1.0
Jehangir Chowk,j3,2023-01-17,09:30:00,UP,13.0,0.0,1.0,0.0
Jehangir Chowk,j3,2023-01-17,09:35:00,DOWN,0.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-17,09:35:00,LEFT,32.0,58.0,5.0,13.0
Jehangir Chowk,j3,2023-01-17,09:35:00,RIGHT,3.0,6.0,3.0,7.0
Jehangir Chowk,j3,2023-01-17,09:35:00,UP,15.0,0.0,0.0,1.0
Jehangir Chowk,j3,2023-01-17,09:40:00,DOWN,1.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-17,09:40:00,LEFT,36.0,75.0,10.0,16.0
Jehangir Chowk,j3,2023-01-17,09:40:00,RIGHT,6.0,5.0,2.0,4.0
Jehangir Chowk,j3,2023-01-17,09:40:00,UP,10.0,0.0,2.0,1.0
Jehangir Chowk,j3,2023-01-17,09:45:00,DOWN,2.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-17,09:45:00,LEFT,38.0,83.0,10.0,10.0
Jehangir Chowk,j3,2023-01-17,09:45:00,RIGHT,5.0,9.0,6.0,5.0
Jehangir Chowk,j3,2023-01-17,09:45:00,UP,6.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-17,09:50:00,DOWN,0.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-17,09:50:00,LEFT,46.0,95.0,9.0,14.0
Jehangir Chowk,j3,2023-01-17,09:50:00,RIGHT,8.0,5.0,4.0,1.0
Jehangir Chowk,j3,2023-01-17,09:50:00,UP,7.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-17,09:55:00,DOWN,4.0,0.0,0.0,1.0
Jehangir Chowk,j3,2023-01-17,09:55:00,LEFT,40.0,92.0,8.0,16.0
Jehangir Chowk,j3,2023-01-17,09:55:00,RIGHT,7.0,8.0,3.0,0.0
Jehangir Chowk,j3,2023-01-17,09:55:00,UP,7.0,1.0,0.0,0.0
Jehangir Chowk,j3,2023-01-17,10:00:00,DOWN,3.0,1.0,0.0,0.0
Jehangir Chowk,j3,2023-01-17,10:00:00,LEFT,53.0,73.0,8.0,17.0
Jehangir Chowk,j3,2023-01-17,10:00:00,RIGHT,8.0,5.0,4.0,2.0
Jehangir Chowk,j3,2023-01-17,10:00:00,UP,7.0,0.0,1.0,3.0
Jehangir Chowk,j3,2023-01-17,10:05:00,DOWN,2.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-17,10:05:00,LEFT,49.0,89.0,8.0,18.0
Jehangir Chowk,j3,2023-01-17,10:05:00,RIGHT,4.0,4.0,5.0,0.0
Jehangir Chowk,j3,2023-01-17,10:05:00,UP,12.0,0.0,0.0,1.0
Jehangir Chowk,j3,2023-01-17,10:10:00,DOWN,1.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-17,10:10:00,LEFT,44.0,71.0,6.0,17.0
Jehangir Chowk,j3,2023-01-17,10:10:00,RIGHT,4.0,4.0,2.0,2.0
Jehangir Chowk,j3,2023-01-17,10:10:00,UP,6.0,0.0,2.0,0.0
Jehangir Chowk,j3,2023-01-17,10:15:00,DOWN,1.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-17,10:15:00,LEFT,51.0,92.0,5.0,15.0
Jehangir Chowk,j3,2023-01-17,10:15:00,RIGHT,3.0,8.0,9.0,2.0
Jehangir Chowk,j3,2023-01-17,10:15:00,UP,10.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-17,10:20:00,DOWN,2.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-17,10:20:00,LEFT,60.0,68.0,7.0,14.0
Jehangir Chowk,j3,2023-01-17,10:20:00,RIGHT,6.0,6.0,3.0,2.0
Jehangir Chowk,j3,2023-01-17,10:20:00,UP,11.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-17,10:25:00,DOWN,3.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-17,10:25:00,LEFT,53.0,83.0,8.0,12.0
Jehangir Chowk,j3,2023-01-17,10:25:00,RIGHT,6.0,7.0,4.0,0.0
Jehangir Chowk,j3,2023-01-17,10:25:00,UP,13.0,1.0,1.0,0.0
Jehangir Chowk,j3,2023-01-17,10:30:00,DOWN,3.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-17,10:30:00,LEFT,46.0,79.0,8.0,11.0
Jehangir Chowk,j3,2023-01-17,10:30:00,RIGHT,7.0,5.0,6.0,1.0
Jehangir Chowk,j3,2023-01-17,10:30:00,UP,22.0,0.0,1.0,0.0
Jehangir Chowk,j3,2023-01-17,10:35:00,DOWN,4.0,3.0,0.0,2.0
Jehangir Chowk,j3,2023-01-17,10:35:00,LEFT,60.0,65.0,4.0,14.0
Jehangir Chowk,j3,2023-01-17,10:35:00,RIGHT,11.0,5.0,3.0,3.0
Jehangir Chowk,j3,2023-01-17,10:35:00,UP,11.0,0.0,1.0,2.0
Jehangir Chowk,j3,2023-01-17,10:40:00,DOWN,3.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-17,10:40:00,LEFT,41.0,73.0,6.0,9.0
Jehangir Chowk,j3,2023-01-17,10:40:00,RIGHT,10.0,7.0,5.0,4.0
Jehangir Chowk,j3,2023-01-17,10:40:00,UP,12.0,1.0,0.0,0.0
Jehangir Chowk,j3,2023-01-17,10:45:00,DOWN,4.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-17,10:45:00,LEFT,42.0,66.0,7.0,13.0
Jehangir Chowk,j3,2023-01-17,10:45:00,RIGHT,5.0,7.0,1.0,5.0
Jehangir Chowk,j3,2023-01-17,10:45:00,UP,4.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-17,10:50:00,DOWN,6.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-17,10:50:00,LEFT,33.0,62.0,4.0,13.0
Jehangir Chowk,j3,2023-01-17,10:50:00,RIGHT,11.0,14.0,4.0,1.0
Jehangir Chowk,j3,2023-01-17,10:50:00,UP,5.0,0.0,5.0,0.0
Jehangir Chowk,j3,2023-01-17,10:55:00,DOWN,5.0,0.0,0.0,2.0
Jehangir Chowk,j3,2023-01-17,10:55:00,LEFT,54.0,61.0,3.0,21.0
Jehangir Chowk,j3,2023-01-17,10:55:00,RIGHT,8.0,7.0,4.0,8.0
Jehangir Chowk,j3,2023-01-17,10:55:00,UP,9.0,0.0,1.0,0.0
Jehangir Chowk,j3,2023-01-17,11:00:00,DOWN,6.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-17,11:00:00,LEFT,49.0,60.0,5.0,14.0
Jehangir Chowk,j3,2023-01-17,11:00:00,RIGHT,10.0,4.0,2.0,3.0
Jehangir Chowk,j3,2023-01-17,11:00:00,UP,12.0,0.0,5.0,2.0
Jehangir Chowk,j3,2023-01-17,11:05:00,DOWN,3.0,0.0,0.0,1.0
Jehangir Chowk,j3,2023-01-17,11:05:00,LEFT,44.0,74.0,8.0,14.0
Jehangir Chowk,j3,2023-01-17,11:05:00,RIGHT,3.0,10.0,5.0,3.0
Jehangir Chowk,j3,2023-01-17,11:05:00,UP,14.0,0.0,1.0,1.0
Jehangir Chowk,j3,2023-01-17,11:10:00,DOWN,7.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-17,11:10:00,LEFT,47.0,73.0,10.0,15.0
Jehangir Chowk,j3,2023-01-17,11:10:00,RIGHT,7.0,3.0,1.0,7.0
Jehangir Chowk,j3,2023-01-17,11:10:00,UP,6.0,0.0,1.0,3.0
Jehangir Chowk,j3,2023-01-17,11:15:00,DOWN,3.0,0.0,0.0,1.0
Jehangir Chowk,j3,2023-01-17,11:15:00,LEFT,44.0,84.0,4.0,10.0
Jehangir Chowk,j3,2023-01-17,11:15:00,RIGHT,9.0,11.0,2.0,7.0
Jehangir Chowk,j3,2023-01-17,11:15:00,UP,8.0,0.0,3.0,0.0
Jehangir Chowk,j3,2023-01-17,11:20:00,DOWN,5.0,0.0,0.0,1.0
Jehangir Chowk,j3,2023-01-17,11:20:00,LEFT,39.0,75.0,7.0,8.0
Jehangir Chowk,j3,2023-01-17,11:20:00,RIGHT,7.0,2.0,3.0,3.0
Jehangir Chowk,j3,2023-01-17,11:20:00,UP,7.0,0.0,1.0,3.0
Jehangir Chowk,j3,2023-01-17,11:25:00,DOWN,6.0,0.0,0.0,1.0
Jehangir Chowk,j3,2023-01-17,11:25:00,LEFT,42.0,68.0,6.0,10.0
Jehangir Chowk,j3,2023-01-17,11:25:00,RIGHT,10.0,7.0,3.0,5.0
Jehangir Chowk,j3,2023-01-17,11:25:00,UP,13.0,1.0,1.0,4.0
Jehangir Chowk,j3,2023-01-17,11:30:00,DOWN,5.0,0.0,0.0,1.0
Jehangir Chowk,j3,2023-01-17,11:30:00,LEFT,57.0,56.0,4.0,16.0
Jehangir Chowk,j3,2023-01-17,11:30:00,RIGHT,7.0,5.0,2.0,5.0
Jehangir Chowk,j3,2023-01-17,11:30:00,UP,8.0,1.0,0.0,0.0
Jehangir Chowk,j3,2023-01-17,11:35:00,DOWN,4.0,0.0,0.0,4.0
Jehangir Chowk,j3,2023-01-17,11:35:00,LEFT,51.0,55.0,6.0,22.0
Jehangir Chowk,j3,2023-01-17,11:35:00,RIGHT,9.0,13.0,3.0,2.0
Jehangir Chowk,j3,2023-01-17,11:35:00,UP,11.0,0.0,1.0,0.0
Jehangir Chowk,j3,2023-01-17,11:40:00,DOWN,4.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-17,11:40:00,LEFT,44.0,66.0,8.0,10.0
Jehangir Chowk,j3,2023-01-17,11:40:00,RIGHT,6.0,8.0,1.0,2.0
Jehangir Chowk,j3,2023-01-17,11:40:00,UP,8.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-17,11:45:00,DOWN,5.0,0.0,0.0,1.0
Jehangir Chowk,j3,2023-01-17,11:45:00,LEFT,47.0,64.0,6.0,12.0
Jehangir Chowk,j3,2023-01-17,11:45:00,RIGHT,16.0,2.0,3.0,9.0
Jehangir Chowk,j3,2023-01-17,11:45:00,UP,5.0,0.0,1.0,1.0
Jehangir Chowk,j3,2023-01-17,11:50:00,DOWN,5.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-17,11:50:00,LEFT,28.0,89.0,6.0,16.0
Jehangir Chowk,j3,2023-01-17,11:50:00,RIGHT,11.0,7.0,2.0,6.0
Jehangir Chowk,j3,2023-01-17,11:50:00,UP,15.0,0.0,1.0,2.0
Jehangir Chowk,j3,2023-01-17,11:55:00,DOWN,3.0,1.0,0.0,1.0
Jehangir Chowk,j3,2023-01-17,11:55:00,LEFT,29.0,61.0,8.0,8.0
Jehangir Chowk,j3,2023-01-17,11:55:00,RIGHT,6.0,5.0,2.0,4.0
Jehangir Chowk,j3,2023-01-17,11:55:00,UP,6.0,0.0,2.0,1.0
Jehangir Chowk,j3,2023-01-17,12:00:00,DOWN,1.0,1.0,0.0,2.0
Jehangir Chowk,j3,2023-01-17,12:00:00,LEFT,21.0,31.0,2.0,7.0
Jehangir Chowk,j3,2023-01-17,12:00:00,RIGHT,4.0,3.0,1.0,2.0
Jehangir Chowk,j3,2023-01-17,12:00:00,UP,6.0,0.0,0.0,1.0
Jehangir Chowk,j3,2023-01-18,08:55:00,DOWN,0.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-18,08:55:00,LEFT,0.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-18,08:55:00,RIGHT,0.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-18,08:55:00,UP,0.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-18,09:00:00,DOWN,0.0,0.0,1.0,0.0
Jehangir Chowk,j3,2023-01-18,09:00:00,LEFT,32.0,43.0,4.0,11.0
Jehangir Chowk,j3,2023-01-18,09:00:00,RIGHT,3.0,5.0,6.0,5.0
Jehangir Chowk,j3,2023-01-18,09:00:00,UP,1.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-18,09:05:00,DOWN,1.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-18,09:05:00,LEFT,23.0,36.0,6.0,11.0
Jehangir Chowk,j3,2023-01-18,09:05:00,RIGHT,7.0,6.0,5.0,3.0
Jehangir Chowk,j3,2023-01-18,09:05:00,UP,3.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-18,09:10:00,DOWN,1.0,0.0,0.0,1.0
Jehangir Chowk,j3,2023-01-18,09:10:00,LEFT,27.0,36.0,11.0,15.0
Jehangir Chowk,j3,2023-01-18,09:10:00,RIGHT,5.0,6.0,2.0,4.0
Jehangir Chowk,j3,2023-01-18,09:10:00,UP,2.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-18,09:15:00,DOWN,1.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-18,09:15:00,LEFT,26.0,44.0,14.0,8.0
Jehangir Chowk,j3,2023-01-18,09:15:00,RIGHT,2.0,4.0,5.0,1.0
Jehangir Chowk,j3,2023-01-18,09:15:00,UP,1.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-18,09:20:00,DOWN,0.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-18,09:20:00,LEFT,29.0,31.0,2.0,9.0
Jehangir Chowk,j3,2023-01-18,09:20:00,RIGHT,3.0,6.0,4.0,3.0
Jehangir Chowk,j3,2023-01-18,09:20:00,UP,3.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-18,09:25:00,DOWN,0.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-18,09:25:00,LEFT,19.0,36.0,4.0,11.0
Jehangir Chowk,j3,2023-01-18,09:25:00,RIGHT,1.0,5.0,5.0,3.0
Jehangir Chowk,j3,2023-01-18,09:25:00,UP,4.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-18,09:30:00,DOWN,1.0,0.0,1.0,0.0
Jehangir Chowk,j3,2023-01-18,09:30:00,LEFT,22.0,46.0,11.0,19.0
Jehangir Chowk,j3,2023-01-18,09:30:00,RIGHT,6.0,3.0,4.0,1.0
Jehangir Chowk,j3,2023-01-18,09:30:00,UP,0.0,0.0,1.0,0.0
Jehangir Chowk,j3,2023-01-18,09:35:00,DOWN,2.0,0.0,0.0,1.0
Jehangir Chowk,j3,2023-01-18,09:35:00,LEFT,24.0,45.0,8.0,14.0
Jehangir Chowk,j3,2023-01-18,09:35:00,RIGHT,5.0,5.0,4.0,2.0
Jehangir Chowk,j3,2023-01-18,09:35:00,UP,5.0,0.0,1.0,0.0
Jehangir Chowk,j3,2023-01-18,09:40:00,DOWN,2.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-18,09:40:00,LEFT,27.0,40.0,7.0,12.0
Jehangir Chowk,j3,2023-01-18,09:40:00,RIGHT,5.0,13.0,4.0,2.0
Jehangir Chowk,j3,2023-01-18,09:40:00,UP,4.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-18,09:45:00,DOWN,1.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-18,09:45:00,LEFT,30.0,43.0,2.0,9.0
Jehangir Chowk,j3,2023-01-18,09:45:00,RIGHT,6.0,130.0,3.0,2.0
Jehangir Chowk,j3,2023-01-18,09:45:00,UP,1.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-18,09:50:00,DOWN,0.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-18,09:50:00,LEFT,18.0,49.0,10.0,20.0
Jehangir Chowk,j3,2023-01-18,09:50:00,RIGHT,2.0,6.0,4.0,2.0
Jehangir Chowk,j3,2023-01-18,09:50:00,UP,2.0,0.0,4.0,0.0
Jehangir Chowk,j3,2023-01-18,09:55:00,DOWN,2.0,0.0,0.0,1.0
Jehangir Chowk,j3,2023-01-18,09:55:00,LEFT,26.0,31.0,6.0,28.0
Jehangir Chowk,j3,2023-01-18,09:55:00,RIGHT,2.0,4.0,3.0,1.0
Jehangir Chowk,j3,2023-01-18,09:55:00,UP,3.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-18,10:00:00,DOWN,0.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-18,10:00:00,LEFT,31.0,44.0,6.0,17.0
Jehangir Chowk,j3,2023-01-18,10:00:00,RIGHT,4.0,6.0,2.0,4.0
Jehangir Chowk,j3,2023-01-18,10:00:00,UP,2.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-18,10:05:00,DOWN,0.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-18,10:05:00,LEFT,35.0,46.0,7.0,17.0
Jehangir Chowk,j3,2023-01-18,10:05:00,RIGHT,4.0,2.0,2.0,3.0
Jehangir Chowk,j3,2023-01-18,10:05:00,UP,4.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-18,10:10:00,DOWN,0.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-18,10:10:00,LEFT,33.0,43.0,5.0,14.0
Jehangir Chowk,j3,2023-01-18,10:10:00,RIGHT,7.0,13.0,4.0,1.0
Jehangir Chowk,j3,2023-01-18,10:10:00,UP,6.0,0.0,1.0,0.0
Jehangir Chowk,j3,2023-01-18,10:15:00,DOWN,2.0,0.0,0.0,1.0
Jehangir Chowk,j3,2023-01-18,10:15:00,LEFT,45.0,32.0,5.0,17.0
Jehangir Chowk,j3,2023-01-18,10:15:00,RIGHT,1.0,2.0,4.0,1.0
Jehangir Chowk,j3,2023-01-18,10:15:00,UP,6.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-18,10:20:00,DOWN,0.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-18,10:20:00,LEFT,30.0,44.0,7.0,22.0
Jehangir Chowk,j3,2023-01-18,10:20:00,RIGHT,8.0,6.0,2.0,4.0
Jehangir Chowk,j3,2023-01-18,10:20:00,UP,3.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-18,10:25:00,DOWN,0.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-18,10:25:00,LEFT,34.0,43.0,2.0,18.0
Jehangir Chowk,j3,2023-01-18,10:25:00,RIGHT,8.0,2.0,5.0,1.0
Jehangir Chowk,j3,2023-01-18,10:25:00,UP,4.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-18,10:30:00,DOWN,1.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-18,10:30:00,LEFT,37.0,44.0,10.0,25.0
Jehangir Chowk,j3,2023-01-18,10:30:00,RIGHT,5.0,0.0,2.0,1.0
Jehangir Chowk,j3,2023-01-18,10:30:00,UP,3.0,0.0,1.0,0.0
Jehangir Chowk,j3,2023-01-18,10:35:00,DOWN,2.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-18,10:35:00,LEFT,32.0,28.0,6.0,16.0
Jehangir Chowk,j3,2023-01-18,10:35:00,RIGHT,7.0,3.0,3.0,4.0
Jehangir Chowk,j3,2023-01-18,10:35:00,UP,2.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-18,10:40:00,DOWN,2.0,0.0,0.0,1.0
Jehangir Chowk,j3,2023-01-18,10:40:00,LEFT,34.0,54.0,3.0,13.0
Jehangir Chowk,j3,2023-01-18,10:40:00,RIGHT,4.0,3.0,1.0,4.0
Jehangir Chowk,j3,2023-01-18,10:40:00,UP,5.0,0.0,1.0,0.0
Jehangir Chowk,j3,2023-01-18,10:45:00,DOWN,1.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-18,10:45:00,LEFT,39.0,61.0,5.0,11.0
Jehangir Chowk,j3,2023-01-18,10:45:00,RIGHT,9.0,3.0,3.0,3.0
Jehangir Chowk,j3,2023-01-18,10:45:00,UP,1.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-18,10:50:00,DOWN,1.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-18,10:50:00,LEFT,33.0,44.0,6.0,11.0
Jehangir Chowk,j3,2023-01-18,10:50:00,RIGHT,5.0,5.0,3.0,1.0
Jehangir Chowk,j3,2023-01-18,10:50:00,UP,3.0,0.0,1.0,2.0
Jehangir Chowk,j3,2023-01-18,10:55:00,DOWN,2.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-18,10:55:00,LEFT,43.0,39.0,10.0,14.0
Jehangir Chowk,j3,2023-01-18,10:55:00,RIGHT,11.0,4.0,2.0,2.0
Jehangir Chowk,j3,2023-01-18,10:55:00,UP,1.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-18,11:00:00,DOWN,2.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-18,11:00:00,LEFT,27.0,49.0,12.0,14.0
Jehangir Chowk,j3,2023-01-18,11:00:00,RIGHT,5.0,6.0,2.0,2.0
Jehangir Chowk,j3,2023-01-18,11:00:00,UP,5.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-18,11:05:00,DOWN,3.0,0.0,0.0,1.0
Jehangir Chowk,j3,2023-01-18,11:05:00,LEFT,44.0,50.0,1.0,10.0
Jehangir Chowk,j3,2023-01-18,11:05:00,RIGHT,8.0,3.0,6.0,2.0
Jehangir Chowk,j3,2023-01-18,11:05:00,UP,4.0,0.0,1.0,0.0
Jehangir Chowk,j3,2023-01-18,11:10:00,DOWN,2.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-18,11:10:00,LEFT,46.0,43.0,7.0,10.0
Jehangir Chowk,j3,2023-01-18,11:10:00,RIGHT,7.0,1.0,0.0,1.0
Jehangir Chowk,j3,2023-01-18,11:10:00,UP,3.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-18,11:15:00,DOWN,2.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-18,11:15:00,LEFT,30.0,40.0,7.0,10.0
Jehangir Chowk,j3,2023-01-18,11:15:00,RIGHT,6.0,5.0,5.0,4.0
Jehangir Chowk,j3,2023-01-18,11:15:00,UP,3.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-18,11:20:00,DOWN,0.0,0.0,0.0,2.0
Jehangir Chowk,j3,2023-01-18,11:20:00,LEFT,26.0,50.0,4.0,13.0
Jehangir Chowk,j3,2023-01-18,11:20:00,RIGHT,4.0,0.0,3.0,5.0
Jehangir Chowk,j3,2023-01-18,11:20:00,UP,3.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-18,11:25:00,DOWN,2.0,0.0,0.0,2.0
Jehangir Chowk,j3,2023-01-18,11:25:00,LEFT,44.0,48.0,3.0,21.0
Jehangir Chowk,j3,2023-01-18,11:25:00,RIGHT,5.0,2.0,3.0,3.0
Jehangir Chowk,j3,2023-01-18,11:25:00,UP,3.0,0.0,1.0,0.0
Jehangir Chowk,j3,2023-01-18,11:30:00,DOWN,4.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-18,11:30:00,LEFT,43.0,52.0,9.0,11.0
Jehangir Chowk,j3,2023-01-18,11:30:00,RIGHT,5.0,3.0,1.0,3.0
Jehangir Chowk,j3,2023-01-18,11:30:00,UP,2.0,0.0,1.0,0.0
Jehangir Chowk,j3,2023-01-18,11:35:00,DOWN,2.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-18,11:35:00,LEFT,53.0,68.0,5.0,14.0
Jehangir Chowk,j3,2023-01-18,11:35:00,RIGHT,5.0,2.0,1.0,1.0
Jehangir Chowk,j3,2023-01-18,11:35:00,UP,2.0,0.0,1.0,0.0
Jehangir Chowk,j3,2023-01-18,11:40:00,DOWN,2.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-18,11:40:00,LEFT,46.0,36.0,3.0,20.0
Jehangir Chowk,j3,2023-01-18,11:40:00,RIGHT,4.0,3.0,2.0,1.0
Jehangir Chowk,j3,2023-01-18,11:40:00,UP,7.0,0.0,1.0,0.0
Jehangir Chowk,j3,2023-01-18,11:45:00,DOWN,5.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-18,11:45:00,LEFT,45.0,52.0,5.0,12.0
Jehangir Chowk,j3,2023-01-18,11:45:00,RIGHT,9.0,1.0,3.0,3.0
Jehangir Chowk,j3,2023-01-18,11:45:00,UP,3.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-18,11:50:00,DOWN,2.0,0.0,0.0,1.0
Jehangir Chowk,j3,2023-01-18,11:50:00,LEFT,46.0,45.0,6.0,17.0
Jehangir Chowk,j3,2023-01-18,11:50:00,RIGHT,12.0,3.0,4.0,2.0
